## Ideogram.js gene cache for Homo sapiens
## Derived from https://ftp.ensembl.org/pub/release-102/gff3/homo_sapiens/Homo_sapiens.GRCh38.102.gff3.gz
## prefix: ENSG
# chr	start	length	slim_id	symbol	description
4	8558725	61036	155269	GPR78	G protein-coupled receptor 78
4	8592660	27099	109625	CPZ	carboxypeptidase Z
4	8745391	2336	250915	AC209005.1	novel transcript
4	8846076	25763	215612	HMX1	H6 family homeobox 1
4	8858715	2112	258507	AC116612.1	novel transcript%2C sense intronic to HMX1
4	9034519	346750	288075	AC108519.1	novel transcript
4	9076949	15581	287972	AC073648.7	novel transcript
4	9170409	6321	229924	FAM90A26	family with sequence similarity 90 member A26
4	9210657	1592	231396	USP17L10	ubiquitin specific peptidase 17 like family member 10
4	9215405	1592	233136	USP17L11	ubiquitin specific peptidase 17 like family member 11
4	9220152	1592	227551	USP17L12	ubiquitin specific peptidase 17 like family member 12
4	9224896	1592	232399	USP17L13	ubiquitin specific peptidase 17 like family member 13
4	9234385	1661	223569	USP17L15	ubiquitin specific peptidase 17 like family member 15
4	9243879	1592	249104	USP17L17	ubiquitin specific peptidase 17 like family member 17
4	9248630	1592	250844	USP17L18	ubiquitin specific peptidase 17 like family member 18
4	9253378	1592	248920	USP17L19	ubiquitin specific peptidase 17 like family member 19
4	9258124	1592	250745	USP17L20	ubiquitin specific peptidase 17 like family member 20
4	9262872	1592	249811	USP17L21	ubiquitin specific peptidase 17 like family member 21
4	9267619	1592	248933	USP17L22	ubiquitin specific peptidase 17 like family member 22
4	9272364	550	250913	USP17L23	ubiquitin specific peptidase 17 like family member 23
4	9325165	1592	232264	USP17L24	ubiquitin specific peptidase 17 like family member 24
4	9329911	1592	230430	USP17L25	ubiquitin specific peptidase 17 like family member 25
4	9334658	1592	229579	USP17L26	ubiquitin specific peptidase 17 like family member 26
4	9339403	1592	227140	USP17L5	ubiquitin specific peptidase 17 like family member 5
4	9344148	1592	235780	USP17L27	ubiquitin specific peptidase 17 like family member 27
4	9348893	1592	231051	USP17L28	ubiquitin specific peptidase 17 like family member 28
4	9353638	1592	231637	USP17L29	ubiquitin specific peptidase 17 like family member 29
4	9363129	1592	228856	USP17L30	ubiquitin specific peptidase 17 like family member 30
4	9444534	5980	186146	DEFB131A	defensin beta 131A
4	9556168	148	221275	MIR548I2	microRNA 548i-2
4	9567474	124312	287117	AC105916.1	novel transcript
4	9711953	280	203436	Metazoa_SRP	Metazoan signal recognition particle RNA
4	9771153	283783	109667	SLC2A9	solute carrier family 2 member 9
4	9781634	2375	169676	DRD5	dopamine receptor D5
4	9922814	1332	249219	AC108199.1	novel transcript
4	10006482	3243	250413	SLC2A9-AS1	SLC2A9 antisense RNA 1
4	10068089	4930	261490	AC005674.1	novel transcript%2C overlapping WDR1
4	10074339	42610	71127	WDR1	WD repeat domain 1
4	10078611	81	264931	MIR3138	microRNA 3138
4	10439880	17546	178163	ZNF518B	zinc finger protein 518B
4	10456745	74277	287154	AC005599.1	novel transcript%2C antisense to ZNF518Band CLNK
4	10486395	198373	109684	CLNK	cytokine dependent hematopoietic cell linker
4	10685003	12658	249334	AC084048.1	novel transcript
4	10737558	12028	283083	LINC02498	long intergenic non-protein coding RNA 2498
4	11368827	94	207716	MIR572	microRNA 572
4	11393150	36414	2587	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1
4	11426874	40928	287778	AC006230.1	novel transcript%2C antisense to HS3ST1
4	11469250	8946	251152	AC025539.1	novel transcript
4	11625714	198192	249631	AC005699.1	novel transcript
4	11740948	28520	248300	LINC02360	long intergenic non-protein coding RNA 2360
4	11914667	5021	248262	AC108037.1	novel transcript
4	12223445	27841	251210	LINC02270	long intergenic non-protein coding RNA 2270
4	12312588	102	212282	RNU6-578P	RNA%2C U6 small nuclear 578%2C pseudogene
4	12859101	5860	250371	AC007370.2	novel transcript
4	12947574	1096	250098	AC007370.1	novel transcript
4	13051342	69	283271	U6	U6 spliceosomal RNA
4	13361354	123011	157869	RAB28	RAB28%2C member RAS oncogene family
4	13491185	25313	286297	AC006445.3	novel transcript
4	13526319	8016	281202	LINC01097	long intergenic non-protein coding RNA 1097
4	13540830	3678	109705	NKX3-2	NK3 homeobox 2
4	13546075	1726	246095	LINC01096	long intergenic non-protein coding RNA 1096
4	13568738	58987	38219	BOD1L1	biorientation of chromosomes in cell division 1 like 1
4	13627865	92	266240	MIR5091	microRNA 5091
4	13654374	349382	250634	LINC01182	long intergenic non-protein coding RNA 1182
4	13777377	4780	250497	AC007126.1	novel transcript
4	14134936	8656	251679	AC073848.1	novel transcript
4	14164455	78358	249988	AC092546.1	novel transcript
4	14359400	94225	287360	AC006296.3	novel transcript
4	14383123	25955	251412	AC006296.2	novel transcript
4	14390439	3553	248425	AC006296.1	novel transcript
4	14470465	417704	248360	LINC00504	long intergenic non-protein coding RNA 504
4	14690710	122	202449	SNORA63	Small nucleolar RNA SNORA63
4	14909961	92084	247624	CPEB2-DT	CPEB2 divergent transcript
4	15002481	67672	137449	CPEB2	cytoplasmic polyadenylation element binding protein 2
4	15004942	422972	249252	C1QTNF7-AS1	C1QTNF7 antisense RNA 1
4	15093767	327	199420	RN7SKP170	RN7SK pseudogene 170
4	15339818	106349	163145	C1QTNF7	C1q and TNF related 7
4	15358141	61891	251379	AC099550.1	novel transcript
4	15469865	131687	48342	CC2D2A	coiled-coil and C2 domain containing 2A
4	15563698	555	273133	AC116651.1	novel transcript%2C antisense to CC2D2A
4	15604381	77298	118564	FBXL5	F-box and leucine rich repeat protein 5
4	15681662	8785	237765	FAM200B	family with sequence similarity 200 member B
4	15681756	23809	288606	AC114744.2	novel transcript
4	15703065	35248	109743	BST1	bone marrow stromal cell antigen 1
4	15778275	74957	4468	CD38	CD38 molecule
4	15935577	3163	137440	FGFBP1	fibroblast growth factor binding protein 1
4	15960245	9064	137441	FGFBP2	fibroblast growth factor binding protein 2
4	15963076	121302	7062	PROM1	prominin 1
4	16114233	3246	286280	AC108063.2	novel transcript
4	16160505	66905	169762	TAPT1	transmembrane anterior posterior transformation 1
4	16178939	4181	249234	AC108063.1	novel transcript
4	16226685	93455	263327	TAPT1-AS1	TAPT1 antisense RNA 1 (head to head)
4	16322954	4013	286888	AC006427.2	novel transcript
4	16400430	111757	248138	AC097515.1	novel transcript
4	16501541	397137	169744	LDB2	LIM domain binding 2
4	16598718	5875	287081	AC104656.1	novel transcript%2C antisense to LDB2
4	16973275	100628	249998	AC106894.1	novel transcript
4	17171757	14322	250819	LINC02493	long intergenic non-protein coding RNA 2493
4	17320746	136	206780	SNORA75B	small nucleolar RNA%2C H/ACA box 75B
4	17460261	51945	151552	QDPR	quinoid dihydropteridine reductase
4	17515165	11939	249581	CLRN2	clarin 2
4	17577192	30780	2549	LAP3	leucine aminopeptidase 3
4	17586267	28318	249502	AC006160.1	novel transcript%2C antisense to LAP3
4	17614641	19464	118579	MED28	mediator complex subunit 28
4	17629306	152315	47662	FAM184B	family with sequence similarity 184 member B
4	17800655	10103	163257	DCAF16	DDB1 and CUL4 associated factor 16
4	17810979	33886	109805	NCAPG	non-SMC condensin I complex subunit G
4	17841199	180677	178177	LCORL	ligand dependent nuclear receptor corepressor like
4	18418662	470000	286046	AC093898.1	novel transcript
4	18488062	1446	251048	AC093871.1	novel transcript
4	19172335	284659	248238	LINC02438	long intergenic non-protein coding RNA 2438
4	19455418	483030	248515	AC024230.1	novel transcript
4	19747179	7412	249441	AC110767.1	novel transcript
4	20251905	368656	145147	SLIT2	slit guidance ligand 2
4	20392154	2702	248228	SLIT2-IT1	SLIT2 intronic transcript 1
4	20528275	109	207732	MIR218-1	microRNA 218-1
4	20696282	56625	163138	PACRGL	parkin coregulated like
4	20728606	1220166	185774	KCNIP4	potassium voltage-gated channel interacting protein 4
4	20766808	564	272995	AC097505.1	novel transcript%2C antisense to KCNIP4
4	21304468	46205	250243	AC110296.1	novel transcript
4	21464700	58	283281	MIR7978	microRNA 7978
4	21520854	2855	286318	AC096576.7	novel transcript%2C sense intronic to KCNIP4
4	21582096	31632	250092	AC096576.3	novel transcript
4	21697450	21576	248343	AC096576.2	novel transcript
4	21843341	9847	280650	KCNIP4-IT1	KCNIP4 intronic transcript 1
4	21949015	381315	250039	AC096719.1	novel transcript
4	22118983	106	239001	RNU6-420P	RNA%2C U6 small nuclear 420%2C pseudogene
4	22345071	170995	152990	ADGRA3	adhesion G protein-coupled receptor A3
4	22692914	126661	249948	GBA3	glucosylceramidase beta 3 (gene/pseudogene)
4	22989147	204593	248837	AC097512.1	novel transcript
4	23234625	50948	249547	AC092440.1	novel transcript
4	23560923	207729	250137	AC093607.1	novel transcript%2C antisense to PPARGC1A
4	23723262	10317	251292	ERVH-1	endogenous retrovirus group H member 1
4	23755041	149048	109819	PPARGC1A	PPARG coactivator 1 alpha
4	23779590	2970	249453	AC092834.1	novel transcript
4	24517441	67113	109606	DHX15	DEAH-box helicase 15
4	24520192	98	207697	MIR573	microRNA 573
4	24563193	268	243005	RN7SL16P	RNA%2C 7SL%2C cytoplasmic 16%2C pseudogene
4	24659856	11712	261121	LINC02473	long intergenic non-protein coding RNA 2473
4	24789912	10930	109610	SOD3	superoxide dismutase 3
4	24806117	174087	181982	CCDC149	coiled-coil domain containing 149
4	24998847	32099	153012	LGI2	leucine rich repeat LGI family member 2
4	25120014	40435	109618	SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
4	25160641	40799	281501	SEPSECS-AS1	SEPSECS antisense RNA 1 (head to head)
4	25160663	118541	38210	PI4K2B	phosphatidylinositol 4-kinase type 2 beta
4	25220403	510	271172	AC104662.1	novel transcript
4	25250545	94	278135	U2	U2 spliceosomal RNA
4	25312774	57609	168228	ZCCHC4	zinc finger CCHC-type containing 4
4	25377263	41235	53900	ANAPC4	anaphase promoting complex subunit 4
4	25529177	90291	248545	AC105290.1	novel transcript
4	25598564	61	238632	RNU7-126P	RNA%2C U7 small nuclear 126 pseudogene
4	25648011	30737	157765	SLC34A2	solute carrier family 34 member 2
4	25747433	116327	91490	SEL1L3	SEL1L family member 3
4	25770266	3311	250541	AC092436.3	novel transcript
4	25861830	68044	250317	SMIM20	small integral membrane protein 20
4	25864881	4669	251009	AC133961.1	novel transcript
4	26070754	33504	283314	LINC02357	long intergenic non-protein coding RNA 2357
4	26163455	271676	168214	RBPJ	recombination signal binding protein for immunoglobulin kappa J region
4	26481396	9088	163394	CCKAR	cholecystokinin A receptor
4	26576437	179786	109680	TBC1D19	TBC1 domain family member 19
4	26702309	79	200999	AC107390.1	
4	26857601	167780	109689	STIM2	stromal interaction molecule 2
4	26859806	826	240005	STIM2-AS1	STIM2 antisense RNA 1
4	27133996	6055	251080	AC024132.2	novel transcript
4	27207505	10899	205830	AC024132.1	novel transcript
4	27217479	64746	249699	LINC02261	long intergenic non-protein coding RNA 2261
4	27223319	108	222206	Y_RNA	Y RNA
4	27262506	4748	251325	AC024132.3	novel transcript
4	27917753	25312	287389	AC007106.2	novel transcript
4	27964517	20546	251410	AC007106.1	novel transcript
4	28225969	62328	286321	AC093791.2	novel transcript
4	28343862	59074	250038	AC093791.1	novel transcript
4	28435449	164826	250064	AC097480.1	novel transcript
4	28580991	19854	286141	AC097480.2	novel transcript
4	28711198	278	243548	RN7SL101P	RNA%2C 7SL%2C cytoplasmic 101%2C pseudogene
4	28819582	86	283275	MIR4275	microRNA 4275
4	28996498	20758	250190	LINC02364	long intergenic non-protein coding RNA 2364
4	29046591	2174	249228	AC068944.1	novel transcript
4	29118304	93392	248176	AC109349.1	novel transcript
4	29214253	77616	248338	LINC02472	long intergenic non-protein coding RNA 2472
4	29510635	102	283666	U6	U6 spliceosomal RNA
4	30718805	3165	286596	AC098595.1	novel transcript%2C antisense to PCDH7
4	30720415	426390	169851	PCDH7	protocadherin 7
4	30776257	17713	249678	AC097716.1	novel transcript
4	31171013	40665	251182	LINC02497	long intergenic non-protein coding RNA 2497
4	31350284	1441	251434	AC104071.1	novel transcript
4	31506422	52409	249882	LINC02501	long intergenic non-protein coding RNA 2501
4	31997376	231167	251129	LINC02506	long intergenic non-protein coding RNA 2506
4	32005076	17407	286212	AC097654.1	novel transcript
4	32351038	2182	251329	LINC02353	long intergenic non-protein coding RNA 2353
4	32583855	161670	286784	AC116611.1	novel transcript
4	33150326	58104	287968	AC093606.1	novel transcript
4	33433510	4367	248417	AC097535.1	novel transcript
4	33467398	226595	288321	AC079772.1	novel transcript
4	33775498	264416	250954	AC016687.3	novel transcript
4	33850591	131758	250723	AC016687.2	novel transcript
4	34120090	215261	248685	LINC02484	long intergenic non-protein coding RNA 2484
4	34140598	40131	287320	AC110790.1	novel transcript
4	34657606	11826	250597	AC093689.1	novel transcript
4	34966241	103	238694	AC020589.1	
4	35495898	105	206665	RNU6-573P	RNA%2C U6 small nuclear 573%2C pseudogene
4	35948221	296293	47365	ARAP2	ArfGAP with RhoGAP domain%2C ankyrin repeat and PH domain 2
4	36244116	30104	247193	AC104078.1	novel transcript%2C antisense to CENTD1
4	36281616	65895	197057	DTHD1	death domain containing 1
4	36311190	81220	251438	AC104078.2	novel transcript
4	36426366	62	283207	MIR1255B1	microRNA 1255b-1
4	36496128	145811	248215	LINC02505	long intergenic non-protein coding RNA 2505
4	36902242	11097	287416	AC093746.1	novel transcript
4	37001772	21727	261761	LINC02616	long intergenic non-protein coding RNA 2616
4	37073681	60168	247810	AL136537.1	novel transcript
4	37241910	81	264319	MIR4801	microRNA 4801
4	37244743	204720	174145	NWD2	NACHT and WD repeat domain containing 2
4	37453925	169570	154274	C4orf19	chromosome 4 open reading frame 19
4	37454698	21703	288073	AC022463.1	novel transcript%2C antisense to C4orf19
4	37588087	788	248936	AC027607.1	putatitive novel transcript
4	37590800	95576	181826	RELL1	RELT like 1
4	37699895	107	207075	Y_RNA	Y RNA
4	37826660	36277	169299	PGM2	phosphoglucomutase 2
4	37891084	248091	65882	TBC1D1	TBC1 domain family member 1
4	37960398	730	250254	PTTG2	pituitary tumor-transforming 2
4	38276178	3702	287659	AC098680.2	novel transcript
4	38286994	497	251642	AC098680.1	novel transcript
4	38366914	18845	248227	LINC02513	long intergenic non-protein coding RNA 2513
4	38390754	921	280015	AC024023.1	tec
4	38420662	102518	249534	LINC01258	long intergenic non-protein coding RNA 1258
4	38509767	8289	249667	LINC01259	long intergenic non-protein coding RNA 1259
4	38564003	8019	251635	LINC02278	long intergenic non-protein coding RNA 2278
4	38602438	62476	231160	KLF3-AS1	KLF3 antisense RNA 1
4	38618265	1172	271958	AC021860.1	novel transcript
4	38664197	37320	109787	KLF3	Kruppel like factor 3
4	38772238	10752	174123	TLR10	toll like receptor 10
4	38790677	66140	174125	TLR1	toll like receptor 1
4	38823715	33102	174130	TLR6	toll like receptor 6
4	38867677	78062	197712	FAM114A1	family with sequence similarity 114 member A1
4	38868032	95	207944	MIR574	microRNA 574
4	38966744	66178	121895	TMEM156	transmembrane protein 156
4	39045039	81818	109790	KLHL5	kelch like family member 5
4	39066974	115284	249207	AC079921.1	novel transcript
4	39133913	1695	249685	AC079921.2	novel transcript
4	39182504	103306	157796	WDR19	WD repeat domain 19
4	39287456	78919	35928	RFC1	replication factor C subunit 1
4	39297605	106	206675	RNU6-32P	RNA%2C U6 small nuclear 32%2C pseudogene
4	39399149	99	222592	RNU6-887P	RNA%2C U6 small nuclear 887%2C pseudogene
4	39406930	44603	134962	KLB	klotho beta
4	39411910	64	264621	MIR5591	microRNA 5591
4	39441665	99	238797	Y_RNA	Y RNA
4	39452587	6344	163682	RPL9	ribosomal protein L9
4	39459004	26105	121897	LIAS	lipoic acid synthetase
4	39498755	29556	109814	UGDH	UDP-glucose 6-dehydrogenase
4	39528019	66688	249348	UGDH-AS1	UGDH antisense RNA 1
4	39539395	6678	287262	AC021148.2	novel transcript
4	39546336	92566	163683	SMIM14	small integral membrane protein 14
4	39614465	4023	286349	AC108471.3	novel transcript%2C antisense to SMIM14
4	39621012	61	252796	RNU7-11P	RNA%2C U7 small nuclear 11 pseudogene
4	39639107	27772	255458	AC108471.2	novel transcript
4	39698109	84683	78140	UBE2K	ubiquitin conjugating enzyme E2 K
4	39710085	91	252975	Y_RNA	Y RNA
4	39761000	298	243260	RN7SL558P	RNA%2C 7SL%2C cytoplasmic 558%2C pseudogene
4	39822863	155093	121892	PDS5A	PDS5 cohesin associated factor A
4	40056850	101402	78177	N4BP2	NEDD4 binding protein 2
4	40077884	98	200455	RNU6-1112P	RNA%2C U6 small nuclear 1112%2C pseudogene
4	40082983	123	201863	AC098591.1	
4	40166675	1156	260296	AC095057.3	novel transcript%2C overlapping N4BP2
4	40187170	3294	286089	AC095057.4	novel transcript
4	40191053	55914	168421	RHOH	ras homolog family member H
4	40265472	985	250338	AC095057.2	novel transcript
4	40316485	13934	249241	LINC02265	long intergenic non-protein coding RNA 2265
4	40335333	19884	174343	CHRNA9	cholinergic receptor nicotinic alpha 9 subunit
4	40377452	61	239010	RNU7-74P	RNA%2C U7 small nuclear 74 pseudogene
4	40423267	207608	163694	RBM47	RNA binding motif protein 47
4	40426119	1466	250893	AC098869.2	novel transcript
4	40502040	79	263642	MIR4802	microRNA 4802
4	40743627	7238	287182	AC131953.2	novel transcript%2C antisense to NSUN7
4	40749925	61259	179299	NSUN7	NOP2/Sun RNA methyltransferase family member 7
4	40810027	406687	163697	APBB2	amyloid beta precursor protein binding family B member 2
4	40812779	13372	250906	AC131953.1	novel transcript
4	40826655	110	207195	Y_RNA	Y RNA
4	41084607	106	199790	RNU6-836P	RNA%2C U6 small nuclear 836%2C pseudogene
4	41113942	103	207198	RNU6-1195P	RNA%2C U6 small nuclear 1195%2C pseudogene
4	41220074	36653	251173	UCHL1-AS1	UCHL1 antisense RNA 1 (head to head)
4	41256413	12042	154277	UCHL1	ubiquitin C-terminal hydrolase L1
4	41303237	100	207481	Y_RNA	Y RNA
4	41359607	340437	64042	LIMCH1	LIM and calponin homology domains 1
4	41608312	4099	287762	AC108050.1	novel transcript%2C antisense to LIMCH1
4	41688858	3939	249216	AC105389.2	novel transcript
4	41744082	4643	109132	PHOX2B	paired like homeobox 2B
4	41748293	75826	250467	PHOX2B-AS1	PHOX2B antisense RNA 1
4	41750345	6996	249122	AC105389.1	novel transcript
4	41771945	158	200338	RNU1-49P	RNA%2C U1 small nuclear 49%2C pseudogene
4	41872747	10208	245870	LINC00682	long intergenic non-protein coding RNA 682
4	41883060	52015	249771	AC108210.1	novel transcript
4	41935129	25674	109133	TMEM33	transmembrane protein 33
4	41981756	4709	182308	DCAF4L1	DDB1 and CUL4 associated factor 4 like 1
4	41988741	496	272862	AC106052.1	novel transcript
4	41990502	99959	14824	SLC30A9	solute carrier family 30 member 9
4	42110853	42025	188848	BEND4	BEN domain containing 4
4	42151028	117082	285454	AC111006.1	novel transcript
4	42281830	109821	250781	AC024022.1	novel transcript
4	42397488	4999	178343	SHISA3	shisa family member 3
4	42408373	248732	124406	ATP8A1	ATPase phospholipid transporting 8A1
4	42657496	432	260519	AC096734.2	novel transcript%2C antisense to ATP8A1
4	42706107	1228	251517	AC096734.1	novel transcript
4	42892396	222	252595	RN7SKP82	RN7SK pseudogene 82
4	42892713	137945	215203	GRXCR1	glutaredoxin and cysteine rich domain containing 1
4	43133867	101089	248939	AC111198.1	novel transcript
4	43340875	4725	250657	AC097451.1	novel transcript
4	43457527	35016	248143	LINC02383	long intergenic non-protein coding RNA 2383
4	43598544	300	239464	RN7SL691P	RNA%2C 7SL%2C cytoplasmic 691%2C pseudogene
4	43763134	209050	286891	AC080132.1	novel transcript
4	43863274	275	239679	RN7SL193P	RNA%2C 7SL%2C cytoplasmic 193%2C pseudogene
4	43972921	52595	250863	AC114757.1	novel transcript
4	44016700	5363	251350	LINC02475	long intergenic non-protein coding RNA 2475
4	44173903	274906	183783	KCTD8	potassium channel tetramerization domain containing 8
4	44622065	56491	177752	YIPF7	Yip1 domain family member 7
4	44678420	22508	151806	GUF1	GUF1 homolog%2C GTPase
4	44682200	44388	163281	GNPDA2	glucosamine-6-phosphate deaminase 2
4	44693946	440	273369	AC096586.2	novel transcript%2C antisense to GUF1
4	44704405	560	272936	AC096586.1	novel transcript%2C antisense to GNPDA2
4	45009540	42112	248744	AC108467.1	novel transcript
4	45480030	106	200720	RNU6-931P	RNA%2C U6 small nuclear 931%2C pseudogene
4	45995119	304	222257	RN7SKP199	RN7SK pseudogene 199
4	46035769	88285	163285	GABRG1	gamma-aminobutyric acid type A receptor subunit gamma1
4	46243548	667	260878	AC104072.1	novel transcript%2C overlapping GABRA2
4	46243548	231682	151834	GABRA2	gamma-aminobutyric acid type A receptor subunit alpha2
4	46390255	119939	249330	AC095060.1	novel transcript
4	46531237	105	252243	RNU6-412P	RNA%2C U6 small nuclear 412%2C pseudogene
4	46734827	174418	170516	COX7B2	cytochrome c oxidase subunit 7B2
4	46918900	74681	109158	GABRA4	gamma-aminobutyric acid type A receptor subunit alpha4
4	46993723	432724	163288	GABRB1	gamma-aminobutyric acid type A receptor subunit beta1
4	47431960	6999	260918	AC107398.3	novel transcript%2C overlapping GABRB1
4	47450787	12915	169019	COMMD8	COMM domain containing 8
4	47463590	6887	282904	AC107398.4	novel transcript
4	47481001	4209	286294	AC107398.5	novel transcript
4	47485275	108211	145246	ATP10D	ATPase phospholipid transporting 10D (putative)
4	47556731	3528	248254	AC107398.2	novel transcript
4	47593999	244107	145244	CORIN	corin%2C serine peptidase
4	47652669	74	277388	MIR8053	microRNA 8053
4	47831330	66635	282917	AC107068.2	novel transcript%2C antisense to CORIN and NFXL1
4	47840122	4217	259959	AC107068.1	novel transcript
4	47847233	67434	170448	NFXL1	nuclear transcription factor%2C X-box binding like 1
4	47914142	126031	163293	NIPAL1	NIPA like domain containing 1
4	47935977	80704	198515	CNGA1	cyclic nucleotide gated channel subunit alpha 1
4	48066393	67857	74966	TXK	TXK tyrosine kinase
4	48106081	107	200269	RNU6-838P	RNA%2C U6 small nuclear 838%2C pseudogene
4	48109353	57	283499	U6	U6 spliceosomal RNA
4	48135783	134055	135605	TEC	tec protein tyrosine kinase
4	48153434	101	202014	Y_RNA	Y RNA
4	48341529	84672	109171	SLAIN2	SLAIN motif family member 2
4	48483343	6183	145248	SLC10A4	solute carrier family 10 member 4
4	48490252	4137	182223	ZAR1	zygote arrest 1
4	48497357	282965	75539	FRYL	FRY like transcription coactivator
4	48574453	67	251722	RNU5E-3P	RNA%2C U5E small nuclear 3%2C pseudogene
4	48805212	56605	109180	OCIAD1	OCIA domain containing 1
4	48852008	8195	248256	OCIAD1-AS1	OCIAD1 antisense RNA 1
4	48885019	21918	145247	OCIAD2	OCIA domain containing 2
4	48932755	99	252913	RNU6-158P	RNA%2C U6 small nuclear 158%2C pseudogene
4	48986275	75806	109182	CWH43	cell wall biogenesis 43 C-terminal homolog
4	49229573	1711	280043	AC118282.4	tec
4	51843000	73837	109184	DCUN1D4	defective in cullin neddylation 1 domain containing 4
4	51918772	609	272576	AC027271.1	novel transcript
4	51993702	23918	188993	LRRC66	leucine rich repeat containing 66
4	52020706	17593	163069	SGCB	sarcoglycan beta
4	52044805	2149	251040	LINC02480	long intergenic non-protein coding RNA 2480
4	52051304	45995	163071	SPATA18	spermatogenesis associated 18
4	52252820	298754	287999	AC097522.2	novel transcript
4	52494849	103	199924	RNU6-1252P	RNA%2C U6 small nuclear 1252%2C pseudogene
4	52590960	68341	109189	USP46	ubiquitin specific peptidase 46
4	52659406	2262	248866	USP46-DT	USP46 divergent transcript
4	52680609	12390	260120	AC104066.3	novel transcript
4	52712325	11298	226950	DANCR	differentiation antagonizing non-protein coding RNA
4	52712394	154427	250302	LINC01618	long intergenic non-protein coding RNA 1618
4	52712682	65	264585	MIR4449	microRNA 4449
4	52712713	9664	286161	AC104066.4	novel transcript
4	52713249	121	212588	SNORA26	small nucleolar RNA%2C H/ACA box 26
4	52722618	28968	226887	ERVMER34-1	endogenous retrovirus group MER34 member 1%2C envelope
4	52748137	122	212490	AC104066.1	
4	52786537	101	199901	Y_RNA	Y RNA
4	52862317	4518	128045	RASL11B	RAS like family 11 member B
4	52872982	493084	184178	SCFD2	sec1 family domain containing 2
4	52945649	12438	248115	AC023154.1	novel transcript
4	53265461	106	207385	RNU6-310P	RNA%2C U6 small nuclear 310%2C pseudogene
4	53377641	83221	145216	FIP1L1	factor interacting with PAPOLA and CPSF1
4	53377839	917433	282278	AC058822.1	novel FIP1L1-PDGFRA fusion protein
4	53459301	242104	72201	LNX1	ligand of numb-protein X 1
4	53496400	53178	250930	LNX1-AS1	LNX1 antisense RNA 1
4	53592956	11091	248494	LNX1-AS2	LNX1 antisense RNA 2
4	53659208	77948	249341	AC124017.1	novel transcript
4	53899871	16964	249706	AC105384.1	novel transcript
4	53997415	297	272650	AC110792.3	novel transcript
4	54009789	54816	109220	CHIC2	cysteine rich hydrophobic domain 2
4	54059597	1613	269506	AC110792.2	novel transcript%2C antisense to CHIC2
4	54065239	13215	287534	AC110792.4	novel transcript%2C sense intronic to RP11-231C18.3
4	54099523	2975	180613	GSX2	GS homeobox 2
4	54229280	68965	134853	PDGFRA	platelet derived growth factor receptor alpha
4	54332892	23062	248184	LINC02283	long intergenic non-protein coding RNA 2283
4	54376002	750	248518	AC098587.1	novel transcript
4	54440502	6221	251264	AC098868.1	novel transcript
4	54603211	3920	250456	LINC02260	long intergenic non-protein coding RNA 2260
4	54657918	82797	157404	KIT	KIT proto-oncogene%2C receptor tyrosine kinase
4	54836041	9429	249727	AC097494.1	novel transcript
4	54845568	13673	251256	LINC02358	long intergenic non-protein coding RNA 2358
4	54943626	14206	248317	AC111194.1	novel transcript
4	55031965	106	252815	RNU6-410P	RNA%2C U6 small nuclear 410%2C pseudogene
4	55053060	39474	250646	AC111194.2	novel transcript%2C antisense to KDR
4	55063738	288	244034	RN7SL424P	RNA%2C 7SL%2C cytoplasmic 424%2C pseudogene
4	55078481	47114	128052	KDR	kinase insert domain receptor
4	55157877	4003	287060	AC021220.2	novel transcript
4	55215624	295	239545	RN7SL822P	RNA%2C 7SL%2C cytoplasmic 822%2C pseudogene
4	55294490	108	206839	RNU6-746P	RNA%2C U6 small nuclear 746%2C pseudogene
4	55346242	26858	128039	SRD5A3	steroid 5 alpha-reductase 3
4	55363971	31876	249700	SRD5A3-AS1	SRD5A3 antisense RNA 1
4	55387949	322	273257	AC069200.1	novel transcript
4	55395957	57440	134851	TMEM165	transmembrane protein 165
4	55412636	102	239040	Y_RNA	Y RNA
4	55427903	119006	134852	CLOCK	clock circadian regulator
4	55501595	113	238585	Y_RNA	Y RNA
4	55540502	333	223305	RN7SKP30	RN7SK pseudogene 30
4	55547112	777	272969	AC024243.1	novel transcript%2C antisense to clock
4	55556519	35726	163440	PDCL2	phosducin like 2
4	55595229	41469	109255	NMU	neuromedin U
4	55798636	95	251923	RNU6-276P	RNA%2C U6 small nuclear 276%2C pseudogene
4	55819790	17699	250821	EXOC1L	exocyst complex component 1 like
4	55853648	51438	90989	EXOC1	exocyst complex component 1
4	55885595	106	202358	RNU6-652P	RNA%2C U6 small nuclear 652%2C pseudogene
4	55889743	13434	286599	AC110611.1	novel transcript%2C antisense to EXOC1
4	55938153	9843	287382	AC110611.2	novel transcript
4	55948871	84490	174799	CEP135	centrosomal protein 135
4	56049073	279552	109265	CRACD	capping protein inhibiting regulator of actin dynamics
4	56288485	99	252489	RNU6-197P	RNA%2C U6 small nuclear 197%2C pseudogene
4	56291601	8272	286093	AC022267.1	novel transcript
4	56338287	49221	157426	AASDH	aminoadipate-semialdehyde dehydrogenase
4	56387625	528	269921	AC068620.1	novel transcript
4	56393362	42253	128059	PPAT	phosphoribosyl pyrophosphate amidotransferase
4	56396312	559	270147	AC068620.2	novel transcript
