# Derived from Homo_sapiens.GRCh38.102.chr.gtf.gz in http://ftp.ensembl.org/pub/release-102/gtf/homo_sapiens/
# Chromosome	Start	Name
19	58082933	ZNF416
1	32681797	TMEM234
X	107224093	TEX13B
19	19976713	ZNF253
19	44220213	IRGC
5	140105743	VTRNA1-3
6	138743180	NHSL1
19	57862641	ZNF304
X	118212597	KIAA1210
4	37246689	NWD2
3	113682983	KIAA1407
3	138823026	BPESC1
20	61640734	LOC63930
1	50883222	DMRTA2
14	102018559	DIO3OS
12	58013692	SLC26A10
11	55029657	TRIM48
19	56732671	ZSCAN5A
17	74733582	MFSD11
19	55219699	LILRP2
10	45798101	OR13A1
14	20388765	OR4K5
11	4944603	OR51G1
14	20403766	OR4K1
5	159678658	CCNJL
19	36229702	IGFLR1
1	249132376	ZNF672
19	52430687	ZNF613
1	26485510	FAM110D
19	40728114	CNTD2
4	419223	ABCA11P
19	12460184	ZNF442
17	18427879	FAM106A
15	72668453	HEXA-AS1
8	22497883	BIN3-IT1
7	47834888	C7orf69
6	29892368	HCG4B
11	4935948	OR51G2
11	55135359	OR4A15
11	58034263	OR10W1
7	99473684	OR2AE1
1	247768887	OR2G3
17	47787686	FAM117A
6	27878962	OR2B2
15	77516249	LINC00597
17	39202795	KRTAP2-1
8	11225910	FAM167A-AS1
5	139739786	SLC4A9
17	39164773	KRTAP3-1
17	39382899	KRTAP9-2
17	39394269	KRTAP9-8
17	46799081	PRAC1
X	106765679	FRMPD3
3	107096187	CCDC54
14	32544624	ARHGAP5-AS1
19	3769088	RAX2
7	47801073	LINC00525
X	133677406	MIR503HG
10	42970938	LINC00839
19	36500021	ALKBH6
12	110172013	FAM222A-AS1
1	28905049	SNHG12
17	39405938	KRTAP9-4
17	39305175	KRTAP4-5
17	39333697	KRTAP4-2
22	44639556	KIAA1644
2	74724643	LBX2
20	642239	SCRT2
15	32698811	ULK4P1
3	183948216	VWA5B2
1	24683488	STPG1
19	12035882	ZNF700
6	166352947	LINC00473
2	173587917	RAPGEF4-AS1
1	153965167	NUP210L
19	896502	R3HDM4
22	25714223	IGLL3P
3	16306666	OXNAD1
16	70695106	MTSS1L
12	120427647	CCDC64
16	57546089	CCDC102A
3	194308401	TMEM44
1	45242163	SNORD46
21	44881973	LINC00313
1	28919006	RAB42
11	537521	LRRC56
12	64660762	C12orf56
3	10145818	FANCD2OS
3	196050416	TM4SF19
17	27051365	TLCD1
19	16272178	CIB3
5	178286953	ZNF354B
21	29911639	LINC00161
11	48266655	OR4X2
11	7846583	OR5P3
11	114392436	NXPE1
11	6942232	OR2D3
11	6220453	OR52W1
12	48596121	OR10AD1
12	55614808	OR10A7
14	20896969	KLHL33
16	67918780	NRN1L
16	29973350	TMEM219
17	56247016	OR4D2
17	7761044	CYB5D1
17	4981753	ZFP3
18	72102962	FAM69C
19	33622997	WDR88
19	15197876	OR1I1
19	16126443	LINC00661
19	405442	C2CD4C
1	45959597	CCDC163P
1	36179476	C1orf216
1	60456065	C1orf87
1	120106502	HSD3BP4
1	43735664	TMEM125
1	158368311	OR10T2
1	158532440	OR6P1
1	158548708	OR10X1
1	158724605	OR6K6
20	30776948	TSPY26P
20	32250091	C20orf144
20	33421377	HMGB3P1
22	17442826	GAB4
2	170501934	CCDC173
2	220408727	TMEM198
2	11273178	C2orf50
3	150377671	ERICH6
3	51928891	IQCF1
3	129101676	RPL32P3
5	56205086	SETD9
5	180166122	OR2Y1
5	145894416	GPR151
7	73275488	WBSCR28
7	143826205	OR2A14
7	48075107	C7orf57
8	133722191	TMEM71
9	74666296	C9orf57
9	107266543	OR13F1
9	125329826	OR1L8
9	125288636	OR1N1
X	140926101	MAGEC3
X	26576453	VENTXP1
X	35816458	MAGEB16
21	31768391	KRTAP13-1
10	96953956	ACSM6
11	4608020	OR52I2
11	5535622	UBQLNL
11	118398147	TTC36
12	85408093	TSPAN19
14	58470773	C14orf37
14	77292724	LRRC74A
15	45248899	C15orf43
15	95976321	LINC00924
15	37156643	LOC145845
15	67813521	C15orf61
15	88120159	LINC00052
16	69377148	TMED6
17	14139172	CDRT15
17	33519538	SLC35G3
17	26684603	TMEM199
17	27030214	PROCA1
17	79910382	NOTUM
17	18625401	TRIM16L
18	24445271	AQP4-AS1
19	52196592	SPACA6P
19	46001730	PPM1N
19	55888203	TMEM190
19	56879467	ZNF542P
19	38893774	FAM98C
19	1267469	CIRBP-AS1
19	37959959	ZNF570
1	1334909	LOC148413
1	108765962	NBPF4
1	247687980	GCSAML-AS1
1	78695282	MGC27382
1	31971838	LINC01225
1	170115187	METTL11B
1	156890423	LRRC71
1	111823145	CHIAP2
20	37209837	ADIG
20	57090434	APCDD1L-AS1
4	103806204	SLC9B1
2	105050804	LINC01102
2	132250385	LOC150776
2	165754708	SLC38A11
2	97749322	FAHD2B
3	125687986	ROPN1B
3	126268518	C3orf22
3	191178951	PYDC2
3	131080688	NUDT16P1
3	101659702	LOC152225
3	118864996	C3orf30
4	48018788	NIPAL1
4	76481257	C4orf26
4	159814683	C4orf45
5	2752244	C5orf38
6	134758853	LINC01010
6	22569677	HDGFL1
6	105585561	BVES-AS1
7	139208673	CLEC2L
7	138482738	TMEM213
1	9063358	SLC2A7
8	125058311	FER1L6-AS2
9	139746818	MAMDC4
9	35909479	LINC00961
9	35406751	ATP8B5P
X	49641326	USP27X-AS1
X	137696891	LINC00889
X	70323738	CXorf65
Y	24455005	RBMY2FP
14	24600674	FITM1
15	81426643	C15orf26
15	34394273	PGBD4
15	43622553	ADAL
15	41474930	EXD1
16	19125253	ITPRIPL2
17	8700427	MFSD6L
17	16690205	USP32P1
19	48773355	ZNF114
19	38158649	ZNF781
19	40534166	ZNF780B
1	55271735	C1orf177
2	232457574	C2orf57
2	29204163	FAM179A
2	119913818	C1QL2
5	54408798	CDC20B
9	115759399	ZNF883
X	24328978	SUPT20HL2
10	47658232	ANTXRL
12	31824070	AMN1
12	91345991	CCER1
13	103338096	METTL21C
13	32420919	EEF1DP3
15	100330360	DNM1P46
15	71402582	CT62
15	44957929	PATL2
16	85316563	LINC00311
19	17634109	FAM129C
19	50191941	ADM5
1	67218139	TCTEX1D1
1	15438310	TMEM51-AS1
3	58727736	C3orf67
17	9674750	DHRS7C
17	26205339	LYRM9
5	68576518	CCDC125
5	57787261	GAPT
6	159262157	OSTCP1
6	30297087	TRIM39-RPP21
7	148287656	C7orf33
8	10530146	C8orf74
11	55578942	OR5L1
11	55587105	OR5D18
11	56127690	OR8J1
11	56236963	OR5M3
11	56257910	OR5M8
11	56309815	OR5M11
11	56431161	OR5AR1
11	124964265	TMEM218
11	124412617	OR8B12
11	123847402	OR10S1
11	120195837	TMEM136
11	57798424	OR6Q1
11	57791352	OR9Q1
11	59189451	OR5A2
11	59210641	OR5A1
11	120081746	OAF
13	46786077	LRRC63
13	50464544	CTAGE10P
17	18414575	USP32P2
10	28808845	WAC-AS1
10	45306471	TMEM72-AS1
11	62453873	LRRN4CL
16	58313900	PRSS54
18	61747242	LINC00305
6	56819772	BEND6
6	44310396	SPATS1
6	43474702	LRRC73
6	3722835	PXDC1
6	2854890	SERPINB9P1
7	30409665	DKFZP586I1420
6	36358328	PXT1
6	49986555	DEFB110
20	29845466	DEFB115
20	29891014	DEFB116
1	113465971	AKR7A2P1
21	29385681	LINC00314
10	77056140	ZNF503-AS1
12	104237526	GNN
12	122667666	LRRC43
11	65336690	SSSCA1-AS1
17	18538841	TBC1D28
8	67405490	C8orf46
12	55641071	OR6C74
12	55725484	OR6C3
21	31812645	KRTAP15-1
7	44078647	LINC00957
10	119806331	CASC2
1	20008705	TMCO4
5	6582248	LINC01018
X	120111460	CT47A11
22	25331207	TMEM211
12	106696568	TCP11L2
11	6190584	OR52B2
5	74364121	ANKRD31
6	108023360	SCML4
15	52015260	LYSMD2
X	19930979	CXorf23
11	4790208	OR51F1
17	34181949	HEATR9
1	26688124	ZNF683
5	169758396	LINC01366
16	2833953	PRSS33
9	136890560	LINC00094
1	249200441	PGBD2
22	43035808	ATP5L2
X	52673110	SSX7
10	80703082	ZMIZ1-AS1
10	29135336	C10orf126
11	49973942	OR4C13
11	50003008	OR4C12
11	115626050	LINC00900
11	124179735	OR8D1
11	124293837	OR8B4
11	56510303	OR9G4
11	3239561	MRGPRG-AS1
12	6993144	RPL13P5
12	129594234	LOC283352
12	72656326	TRHDE-AS1
12	52599364	C12orf80
12	51236700	TMPRSS12
13	103046927	FGF14-AS2
13	64311567	OR7E156P
14	53019865	GPR137C
14	95999248	SNHG10
14	101123604	LINC00523
14	21668237	LINC00641
15	80215112	ST20-AS1
15	22382381	OR4N4
15	74418713	LOC283731
15	28623783	GOLGA8G
15	98980390	FAM169B
15	23255241	GOLGA8IP
16	3313767	LINC00921
16	73126247	HCCAT5
16	74366303	LOC283922
16	30930639	FBXL19-AS1
16	31446884	ZNF843
16	70010201	PDXDC2P
16	70208075	CLEC18C
Y	231384	LINC00685
17	72873441	FADS6
17	74261285	UBALD2
17	12453284	LINC00670
17	42431100	FAM171A2
17	42733761	C17orf104
17	36202572	YWHAEP7
17	21825369	FAM27L
18	54814292	BOD1L2
18	43405544	SIGLEC15
18	73121430	SMIM21
18	61616587	HMSD
18	61771324	LOC284294
19	57874802	ZNF547
19	58095343	ZIK1
19	45653007	NKPD1
19	48304499	TPRX1
19	8807746	ACTL9
19	12175513	ZNF844
19	35081529	SCGB2B2
19	15904858	OR10H5
1	51567905	C1orf185
1	204001574	LINC00303
1	205523400	LOC284578
20	26035249	FAM182A
21	31802593	KRTAP13-4
21	44869903	LINC00319
22	51195513	RPL23AP82
2	197504355	CCDC150
2	33050509	LINC00486
2	87257797	LOC285074
2	27498288	DNAJC5G
3	40518603	ZNF619
3	72084669	LINC00877
3	13692220	LINC00620
4	109459345	RPL34-AS1
4	89630939	FAM13A-AS1
5	94955979	GPR150
5	60933607	C5orf64
7	156230482	LOC285889
7	141404137	WEE2-AS1
7	150130741	LINC00996
8	146198974	ZNF252P
8	66439242	LINC01299
9	130469270	C9orf117
9	139846767	LCN12
9	100153118	LOC286359
X	92929011	FAM133A
4	70933102	CSN1S2AP
21	31852363	KRTAP19-1
21	31797710	KRTAP13-3
21	31986004	KRTAP6-1
21	31869173	KRTAP19-4
21	31933416	KRTAP19-7
21	31988773	KRTAP20-1
21	32007582	KRTAP20-2
21	32127456	KRTAP21-1
21	31973439	KRTAP22-1
10	76797593	DUPD1
11	118868842	CCDC84
11	123777138	OR8D4
11	6007121	OR52L1
11	6789237	OR2AG2
12	93096618	C12orf74
15	23187728	WHAMMP3
16	731666	JMJD8
17	7258454	TMEM95
17	20766707	CCDC144NL
19	46393280	MYPOP
1	151772739	LINGO4
1	1849028	TMEM52
1	32697260	MTMR9LP
1	244080703	LOC339529
20	37842423	LOC339568
20	11247306	LOC339593
22	31031801	SLC35E4
22	37387159	TEX33
2	27359714	PRR30
2	61368726	LOC339803
3	30767691	GADL1
5	134571923	C5orf66-AS2
6	35748830	CLPSL1
7	23719732	FAM221A
8	146024260	ZNF517
8	43147584	POTEA
9	93224713	LINC01501
X	72297176	PABPC1L2A
X	107288199	VSIG1
X	84347291	SATL1
X	125297481	DCAF12L2
X	15693038	CA5BP1
10	85980248	LRIT2
11	93754377	HEPHL1
11	7711154	OVCH2
12	7456927	ACSM4
12	55845997	OR6C2
12	48919414	OR8S1
16	25247321	ZKSCAN2
17	4487833	SMTNL2
19	39693470	SYCN
19	40267233	LEUTX
19	44376514	ZNF404
19	44576296	ZNF284
19	14164178	PALM3
1	13359818	PRAMEF5
1	93646272	CCDC18
1	158449667	OR10R2
1	91177578	BARHL2
2	99410308	KIAA1211L
2	55509454	PRORSD1P
3	169629359	SAMD7
3	151451703	AADACL2
6	139117247	ECT2L
7	144015217	OR2A1
7	128312319	FAM71F2
7	139138087	KLRG2
9	125390857	OR1B1
2	233250459	ECEL1P2
17	72931896	OTOP3
17	20224486	CCDC144CP
3	132441185	NPHP3-AS1
7	136583519	LOC349160
1	152799948	LCE1A
21	46057272	KRTAP10-10
7	55748766	FKBP9P1
12	9800642	LOC374443
19	2274630	C19orf35
1	78245308	FAM73A
1	231154703	FAM89A
3	9540044	LHFPL4
9	72324437	PTAR1
1	201489031	RPS10P7
14	58732082	PSMA3-AS1
21	46066330	KRTAP10-11
21	46117086	KRTAP10-12
6	26839265	GUSBP2
6	109072856	LINC00222
16	21529229	SLC7A5P2
11	1605571	KRTAP5-1
6	27292539	VN1R10P
10	82300574	SH2D4B
10	85933553	C10orf99
11	5757677	OR56B1
12	120031263	TMEM233
14	98391946	LINC01550
15	74027771	C15orf59
15	100884661	SPATA41
17	4692253	GLTPD2
17	16345318	LRRC75A
17	28643365	TMIGD1
18	14511736	POTEC
19	7943516	LYPLA2P2
1	27320194	TRNP1
1	54472970	LDLRAD1
1	89597433	GBP7
1	154171561	C1orf189
20	18548072	LINC00493
21	15963712	LOC388813
22	42665758	OGFRP1
2	24232952	MFSD2B
2	220192130	RESP18
2	240968907	OR6B2
3	149479225	ANKUB1
4	25915813	SMIM20
5	147272270	C5orf46
5	148961134	ARHGEF37
6	55192266	GFRAL
6	147829827	SAMD5
9	88835179	C9orf153
X	47986602	SPACA5
X	55101488	PAGE2B
10	114067935	GUCY2GP
11	4615268	OR52I1
11	4660944	OR51D1
11	5372737	OR51B6
11	5862185	OR52E6
11	5877978	OR52E8
11	55681125	OR5W2
11	56043114	OR5T1
11	56113514	OR8K1
11	56344249	OR5M10
11	58189737	OR5B2
11	58206592	OR5B12
11	59131931	OR5AN1
11	89443466	TRIM77
11	94758421	KDM4E
11	123624287	OR6X1
11	123886281	OR10G4
11	124439964	OR8A1
14	21623095	OR5AU1
15	65385341	UBAP1L
16	1138225	C1QTNF8
16	1535939	PTX4
18	56702910	OACYLP
19	14951759	OR7A10
19	39574944	PAPL
1	12834990	PRAMEF12
1	13716091	PRAMEF17
1	158435351	OR10K1
1	158516917	OR6Y1
1	248004229	OR11L1
1	248436153	OR2T33
2	25013135	PTRHD1
3	21447217	VENTXP7
7	143771312	OR2A25
9	125562401	OR1K1
X	48620153	GLOD5
X	134555857	LINC00086
10	48927373	BMS1P5
10	124457224	C10orf120
10	135380437	SPRNP1
13	44974385	TUSC8
14	105046020	C14orf180
15	80191181	ST20
16	11913691	BCAR4
17	32901141	C17orf102
18	72259009	LINC00909
1	162348695	C1orf226
1	165446078	LOC400794
1	178511930	C1orf220
22	21457304	BCRP2
2	20068614	LINC00954
2	54952148	EML6
2	61074894	LINC01185
2	132199733	LOC401010
2	145425533	TEX41
3	151980404	MBNL1-AS1
4	120326677	LINC01061
6	2988200	LINC01011
6	43273210	CRIP3
7	30587972	LOC401320
7	140103842	RAB19
7	143955788	OR2A7
7	149564782	ATP6V0E2-AS1
9	2535654	VLDLR-AS1
9	21003622	PTPLAD2
9	39371061	FAM74A1
9	89763558	C9orf170
9	140138034	FAM166A
X	46404924	ZNF674-AS1
X	103343897	SLC25A53
1	248651889	OR2T5
3	98216524	OR5K2
4	54851665	RPL21P44
X	100168430	XKRX
1	248801587	OR2T35
10	122357460	LINC01561
6	4079439	C6orf201
2	132552533	C2orf27B
10	75007124	DNAJC9-AS1
9	132083294	C9orf106
9	139632618	LCN10
6	32358286	HCG23
6	30255173	HCG18
10	6622386	PRKCQ-AS1
10	91137812	IFIT1B
11	1618406	KRTAP5-2
12	56223391	TMEM198B
12	93130264	PLEKHG7
14	21500978	RNASE13
15	22133180	NF1P2
15	23403865	GOLGA6L22
15	28982728	WHAMMP2
15	74753605	UBL7-AS1
15	83098709	GOLGA6L9
16	29875154	CDIPT-AS1
17	20771745	CCDC144NL-AS1
17	62780958	PLEKHM1P
17	79002932	BAIAP2-AS1
18	14179095	ANKRD20A5P
18	77724581	HSBP1L1
1	43613593	FAM183A
1	53308182	ZYG11A
1	226250427	H3F3AP4
4	83405603	TMEM150C
5	16067473	11-Mar
6	74078279	OOEP
6	166401038	LINC00602
7	5013615	RNF216P1
7	26443107	LOC441204
7	102290771	SPDYE2
9	42858151	AQP7P3
X	134866213	CT45A5
10	135438602	FRG2B
12	31079837	TSPAN11
12	55523552	OR9K2
6	112668531	RFPL4B
8	57287276	SDR16C6P
7	89748713	DPY19L2P4
X	154687145	F8A3
14	21058239	RNASE12
5	134784557	TIFAB
8	47752507	LINC00293
X	134883487	CT45A6
2	111965349	MIR4435-1HG
9	114393631	DNAJC25
4	68566995	UBA6-AS1
16	25043061	LOC554206
X	114058016	MIR448
2	132905163	ANKRD30BL
19	51014856	ASPDH
1	200311671	LINC00862
9	70970079	PGM5-AS1
16	2012334	SNORA10
14	101531783	MIR412
19	54178964	MIR520E
19	54183193	MIR519E
19	54185412	MIR520F
19	54188262	MIR515-2
19	54194134	MIR520A
19	54197646	MIR526B
19	54201638	MIR523
19	54203268	MIR518F
19	54209505	MIR526A1
19	54211988	MIR518C
19	54219847	MIR521-2
19	54224329	MIR517B
19	54228695	MIR516B2
19	54230175	MIR526A2
19	54233091	MIR518E
19	54234259	MIR518A1
19	54238130	MIR518D
19	54240098	MIR516B1
19	54242586	MIR518A2
19	54251889	MIR521-1
19	54257271	MIR527
19	54259994	MIR516A1
19	54264386	MIR516A2
X	146294980	MIR513A1
X	146307343	MIR513A2
X	146312501	MIR507
X	146360764	MIR514A1
X	146366158	MIR514A2
X	146366158	MIR514A3
16	30296338	SMG1P5
9	69080243	PGM5P2
16	89627837	SNORD68
8	11618764	C8orf49
12	51347781	HIGD1C
15	44086371	SERINC4
7	76099336	FDPSP2
10	135267431	SCART1
1	173836811	SNORD74
3	186502584	SNORD2
3	186505401	SNORA4
5	180670313	SNORD95
9	129170053	NRON
1	202789384	MGAT4EP
19	76219	FAM138F
13	88096241	MIR4500HG
22	21521191	FAM230B
17	71244587	CPSF4L
9	136443536	FAM163B
5	60453535	SMIM15
10	88780045	FAM25A
7	64498731	CCT6P3
10	90521162	LIPN
1	219254316	LYPLAL1-AS1
1	1533387	C1orf233
8	158344	RPL23AP53
17	10725791	PIRT
22	25028881	BCRP3
10	50574160	DRGX
17	44270938	KANSL1-AS1
20	21376004	NKX2-4
17	20404826	KRT16P3
4	17516787	CLRN2
1	148930404	LOC645166
19	2289773	LINGO3
6	139790131	LOC645434
4	119437494	CEP170P1
3	126290621	TXNRD3NB
2	21910305	LOC645949
1	158101833	LOC646268
8	82370617	FABP9
19	56041099	SBK2
2	227007509	LOC646736
2	131193234	CYP4F62P
1	92539992	SETSIP
9	39884941	SPATA31A1
3	162895030	LINC01192
1	121107151	SRGAP2B
3	190570525	GMNC
12	133794897	ANHX
5	43016149	LOC648987
7	56491396	LOC650226
6	28129538	ZNF192P1
17	7480128	SNORD10
9	114365110	LRRC37A5P
15	30375157	GOLGA8J
15	32681785	GOLGA8K
1	108992903	NBPF6
9	79013514	RPSAP9
16	18582569	ABCC6P1
5	69711196	GTF2H2B
10	52499447	ASAH2B
5	177433966	FAM153C
8	12283123	FAM86B2
16	29086162	RRN3P2
9	70175706	FOXD4L5
1	202976535	TMEM183B
15	28943840	GOLGA8M
1	120839004	FAM72B
4	264463	ZNF732
7	45143947	SNORA5A
2	114334958	FAM138B
8	124864226	FER1L6
9	41958801	KGFLP2
12	54674532	HNRNPA1P10
1	109642814	SCARNA2
X	24762557	SCARNA23
12	7076499	SCARNA12
11	93465169	SNORA1
12	49050430	SNORA2A
12	49061239	SNORA2B
7	45145566	SNORA5B
3	129116052	SNORA7B
7	45024976	SNORA9
X	54840802	SNORA11
7	75573100	SNORA14A
1	235291117	SNORA14B
7	56128162	SNORA15
9	139621198	SNORA17
11	93466631	SNORA18
6	160201281	SNORA20
7	65220512	SNORA22
11	9450312	SNORA23
4	119200344	SNORA24
4	53579415	SNORA26
14	103804185	SNORA28
6	160206625	SNORA29
16	30721857	SNORA30
13	45911614	SNORA31
X	113865258	SNORA35
X	153996802	SNORA36A
1	220373887	SNORA36B
18	51748653	SNORA37
20	37076725	SNORA71E
11	93468275	SNORA40
1	28906892	SNORA44
11	8706985	SNORA45B
16	58582402	SNORA46
5	76376258	SNORA47
12	132515768	SNORA49
16	58593699	SNORA76A
20	2635712	SNORA51
12	98993412	SNORA53
1	40033045	SNORA55
X	154003272	SNORA56
3	131197841	SNORA58
1	28906275	SNORA61
20	37058309	SNORA71C
17	62223698	SNORA76C
1	203698708	SNORA77
16	2015184	SNORA78
14	81669038	SNORA79
21	33749495	SNORA80A
17	74554873	SNORD1C
17	19460872	SNORA59B
11	93463680	SNORA25
11	93464144	SNORA32
1	28907431	SNORA16A
17	33900675	SNORD7
6	86387306	SNORD50B
3	52726751	SNORD69
1	212526159	SNORA16B
1	173836016	SNORD75
1	173835772	SNORD76
1	173835448	SNORD77
1	173834770	SNORD78
6	31508877	SNORD84
1	31441009	SNORD85
19	51305581	SNORD88C
6	31504150	SNORD117
6	18572014	MIR548A1
3	103903475	MIR548A3
7	30329409	MIR550A1
7	32772592	MIR550A2
1	3477259	MIR551A
3	168269641	MIR551B
1	162312335	MIR556
2	32757219	MIR558
2	47604813	MIR559
2	189162218	MIR561
3	44903379	MIR564
3	50210758	MIR566
3	114035321	MIR568
4	343945	MIR571
4	115577914	MIR577
5	53247333	MIR581
5	168690604	MIR585
6	126805776	MIR588
7	95848973	MIR591
7	126698141	MIR592
8	1765396	MIR596
9	140732870	MIR602
10	24564613	MIR603
11	28078361	MIR610
11	61559966	MIR611
12	81329514	MIR618
12	109230683	MIR619
17	30677127	MIR632
19	19545871	MIR640
20	33054129	MIR644A
20	58883531	MIR646
20	62573983	MIR647
14	101506555	MIR654
22	38243684	MIR659
X	49777848	MIR660
15	25331672	SNORD116-19
18	2943212	LOC727896
21	46490869	SSR4P1
4	185262183	LOC728175
7	6793739	RSPH10B2
22	20377668	TMEM191B
22	20383730	PI4KAP1
17	39185928	KRTAP1-4
5	148786407	MIR143HG
16	19297104	CLEC19A
17	39210750	KRTAP2-2
5	68856050	GTF2H2C
7	143956088	ARHGEF34P
15	30896232	GOLGA8H
10	97512962	ENTPD1-AS1
12	104343980	C12orf73
13	36804911	CCDC169
18	24267584	PCAT18
1	143896451	FAM72D
1	149576466	LINC00623
20	25750233	FAM182B
X	134866213	CT45A2
10	105005643	RPEL1
12	16341418	SLC15A5
7	66274979	GTF2IRD1P1
6	147162524	STXBP5-AS1
X	47990038	SPACA5B
17	18561741	ZNF286B
4	123651343	CETN4P
16	33262117	TP53TG3B
X	49178508	GAGE12J
1	16160709	FLJ37453
5	180257956	LINC00847
8	12394587	LOC729732
3	156465131	LINC00886
7	123670969	TMEM229A
13	77526623	IRG1
7	63667580	ZNF735
4	185764449	LOC731424
6	40346162	TDRG1
20	43991808	SYS1-DBNDD2
14	101419685	SNORD114-3
20	61732643	HAR1A
14	101521594	MIR668
17	57215118	MIR454
X	118780700	MIR766
3	54666150	ESRG
15	25310171	SNORD116-2
15	25318252	SNORD116-3
15	25304683	SNORD116-4
15	25312933	SNORD116-5
15	25310171	SNORD116-6
15	25312933	SNORD116-7
15	25315577	SNORD116-8
15	25318252	SNORD116-9
15	25319259	SNORD116-10
15	25321074	SNORD116-11
15	25322196	SNORD116-12
15	25324203	SNORD116-13
15	25325287	SNORD116-14
15	25326432	SNORD116-15
15	25327913	SNORD116-16
15	25331672	SNORD116-17
15	25332807	SNORD116-20
15	25333949	SNORD116-21
15	25336931	SNORD116-23
15	25342808	SNORD116-25
15	25344644	SNORD116-26
15	25346720	SNORD116-27
15	25349787	SNORD116-28
5	70516052	GUSBP9
3	52724753	SNORD19B
5	9548938	SNORD123
20	62584736	UCKL1-AS1
14	20794599	SNORD126
18	47015604	SNORD58C
3	125635443	FAM86JP
20	57393280	MIR298
X	133674214	MIR450B
9	28888876	MIR873
3	197401366	MIR922
10	29891192	MIR938
1	117637264	MIR942
X	145109311	MIR891A
X	145078186	MIR892A
14	101514237	MIR889
1	166123979	MIR921
21	44742088	LINC00322
3	4790877	EGOT
20	61294378	SLCO4A1-AS1
9	94895115	LOC100128076
15	76020010	DNM1P35
2	40144773	SLC8A1-AS1
15	26147506	LOC100128714
9	98632565	LINC00476
8	19041185	LOC100128993
9	92254697	UNQ6494
1	155715558	MSTO2P
9	24543212	IZUMO3
16	90106168	URAHP
1	852197	LOC100130417
19	17546317	TMEM221
X	125953746	PRR32
8	92114846	LRRC69
19	56052022	SBK3
15	63879908	USP3-AS1
4	1189570	LOC100130872
20	45085131	ZNF663P
17	5095378	LOC100130950
7	50135681	C7orf72
1	59250822	LINC01135
15	40331511	SRP14-AS1
9	139698378	CCDC183-AS1
2	191371618	TMEM194B
2	130724164	RAB6C-AS1
17	655572	DBIL5P
1	159165774	CADM3-AS1
5	169288309	FAM196B
16	22430866	RRN3P3
16	22524843	NPIPB5
22	42486936	NDUFA6-AS1
2	131437622	CYP4F30P
19	23437855	IPO5P1
9	44990235	FAM27C
15	22702284	GOLGA8DP
10	80008381	LINC00856
9	43027662	FAM95B1
11	71576554	LOC100133315
19	36802244	LOC100134317
17	76142433	C17orf99
7	143963766	CTAGE8
15	93111047	LINC00930
19	57323847	PEG3-AS1
19	47333841	SNAR-E
19	44116252	SRRM5
16	2140195	MIR1225
10	93066718	HECTD2-AS1
17	40905946	RAMP2-AS1
20	22034727	LINC01432
22	46435786	LINC00899
2	111160495	LIMS3-LOC440895
8	6261076	LOC100287015
12	116971226	LINC00173
1	2572806	TTC34
16	15457480	NPIPA5
11	113140253	NCAM1-AS1
21	34637936	IL10RB-AS1
2	111222627	LIMS3L
3	75713486	FRG2C
10	81664653	LOC100288974
9	46385603	FAM27E2
7	99195901	GS1-259H13.2
1	146853913	LINC00624
9	139979397	MAN1B1-AS1
13	99848627	UBAC2-AS1
20	1754010	LOC100289473
16	32181363	HERC2P4
12	79813036	MIR1252
20	62572817	MIR1914
2	177465707	MIR1246
X	113886018	MIR1912
14	102026623	MIR1247
1	21314806	MIR1256
14	101509313	MIR1185-1
1	201777738	MIR1231
15	34674269	MIR1233-1
20	60528601	MIR1257
8	129021143	MIR1206
12	69666936	MIR1279
8	128808207	MIR1204
10	56367633	MIR548F1
14	101510534	MIR1185-2
19	1816157	MIR1909
19	10514133	MIR1181
12	100583661	MIR1827
2	189842817	MIR1245A
11	90602288	MIR1261
17	79106995	MIR1250
3	47891044	MIR1226
1	220373883	MIR664A
15	89151337	MIR1179
X	113887129	MIR1264
19	54175221	MIR1323
6	156267930	MIR1202
16	85775226	MIR1910
19	54191734	MIR1283-1
4	126428413	MIR2054
4	183090445	MIR1305
10	70519074	MIR1254-1
2	28112322	BRE-AS1
X	118599995	SLC25A5-AS1
17	1420212	PITPNA-AS1
X	153285370	MIR718
X	149396238	MIR2114
3	48357849	MIR2115
13	24736554	MIR2276
5	92956401	MIR2277
1	52302015	MIR761
22	26951177	MIR548J
5	54468089	MIR449C
4	1108984	TMED11P
9	127420714	MIR181A2HG
6	155174493	MIR1273C
2	178120672	MIR3128
11	46473356	MIR3160-2
11	46473354	MIR3160-1
18	42550046	MIR4319
9	97848295	MIR3074
15	34820490	MIR1233-2
7	147626684	MIR548T
19	813583	MIR3187
11	113320744	MIR4301
1	23370797	MIR3115
8	29814787	MIR3148
11	59362549	MIR3162
13	98860777	MIR3170
16	18505750	MIR3179-2
20	50069441	MIR3194
10	97824071	MIR3157
19	47730198	MIR3190
18	14830164	MIR3156-2
9	130548196	MIR2861
X	49775279	MIR500B
19	47212549	MIR320E
22	48670175	MIR3201
2	97464014	MIR3127
2	10332739	MIR4261
12	123495213	MIR4304
6	27115404	MIR3143
19	18497371	MIR3189
17	79418129	MIR3186
1	62544460	MIR3116-2
6	120336324	MIR3144
11	71783273	MIR3165
16	16403735	MIR3180-2
2	219923409	MIR3131
8	96085141	MIR3150A
7	19744980	MIR3146
10	45659461	MIR3156-1
3	15738804	MIR3134
